267.153418	281.665673	357.352533	462.762050	375.035451	438.533483	500.000000	500.000000	500.000000	448.793506	280.893796	256.970718	259.407763	170.907415	140.302968	151.584061	133.767477	135.583004	108.990578	103.234046	146.458409	89.987522	61.698298	37.335905	37.910616	36.020195	22.470784	25.889919	23.695516	21.527018	20.446660	34.223945	27.088881	23.183461	31.944730	23.660180	20.275418	10.666469	10.000000	12.412314	19.666959	23.786529	20.491072	15.521346	10.000000	10.000000	10.000000	18.132755	25.914829	27.111652	49.147918	52.209444	53.869863	86.923800	125.546796	130.489286	97.283385	93.669774	113.196002	124.551213	79.610682	75.930367	68.479347	76.033730	162.327331	204.243067	150.531731	148.971184	91.559690	54.450824	67.289828	109.372392	118.416095	153.095567	85.765139	142.152794	135.703463	96.750659	71.343111	45.142721	54.556944	61.583523	70.353805	45.557330	35.329545	43.241247	61.990190	54.753777	49.080921	74.248639	112.419516	153.149563	106.780108	93.008112	102.502743	91.632945	117.118373	157.473882	190.820151	211.128354
157.217530	225.578578	292.694665	297.203589	314.054412	470.661194	500.000000	500.000000	500.000000	500.000000	311.475934	377.186068	448.150664	500.000000	279.589570	238.543232	178.368437	143.162600	206.974650	224.891146	211.490729	108.679692	104.154726	47.659322	62.563942	78.585758	32.273445	25.175981	25.254366	19.900179	15.602876	22.287903	20.414083	26.748024	28.615021	32.592907	15.852595	12.853442	14.517149	12.075518	17.786163	22.263688	13.017522	13.882828	11.861375	11.323014	10.000000	11.972231	27.528120	36.349297	49.342306	69.296415	75.335416	96.808562	95.057093	90.907616	147.556393	109.324363	83.668788	108.039779	74.778095	89.219646	80.954856	68.609868	127.278959	151.467061	175.304154	164.564916	82.254517	58.279387	61.078316	71.975607	110.532126	139.389519	132.503243	169.757040	157.324983	165.524511	120.716490	152.414352	94.698151	59.102835	52.952439	57.160658	54.924869	63.118694	74.461974	70.775045	56.803961	54.248288	84.901248	135.065847	119.223158	97.348816	124.779477	126.614497	122.363614	169.138097	187.057645	151.839687
206.475598	264.175481	375.658859	371.113796	238.457610	310.480816	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	453.130157	392.702920	246.415971	218.105284	232.202824	292.404026	348.501769	131.264606	126.347304	69.771963	67.125355	80.817166	51.593641	30.766134	27.740196	27.748983	18.003239	19.800071	21.443929	24.743413	46.723668	30.532000	12.372441	14.443367	14.079104	15.827843	13.380366	15.898419	16.731633	14.853553	10.000000	10.000000	10.000000	11.343617	30.153269	37.499724	42.334268	98.573552	156.396312	115.038892	60.873100	71.377118	116.885308	85.775166	97.968500	106.319034	80.564611	82.215571	42.562886	60.238460	88.705158	90.415801	143.821738	80.084894	66.025625	70.192738	88.043095	72.607834	145.729788	154.361502	139.120629	172.351471	173.727643	157.746530	160.255162	123.219011	92.721402	79.320631	70.973571	50.273141	80.340255	49.765912	75.712287	112.478488	97.861143	73.649011	86.866505	104.316245	117.632791	182.842242	179.247614	132.707179	162.534992	195.784515	228.887149	221.746625
154.930135	194.271211	331.976694	348.811846	281.006840	329.872731	460.079471	413.654586	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	462.019682	352.841758	365.770323	354.290043	380.854824	282.047569	171.832704	190.078333	86.749722	64.860814	74.461975	59.333540	44.299045	29.875302	18.088682	14.197565	19.225337	24.462747	40.466720	27.455451	16.547042	14.192586	14.622740	13.368983	12.645660	14.800540	13.353313	10.250865	10.000000	10.000000	10.000000	10.000000	16.153419	27.873807	52.966702	114.489707	125.678882	93.595763	69.070488	56.836675	73.066948	72.841255	85.470160	84.214941	129.326179	145.092734	85.818326	95.414313	104.778673	88.207347	99.935714	80.389879	64.011970	55.762835	69.703631	85.887941	148.768132	212.389591	252.217941	156.627831	199.875393	228.882842	323.625064	137.927505	79.063190	56.709506	37.610979	48.116478	55.068148	63.808839	93.812827	169.370690	169.683534	110.223390	102.854030	142.702819	130.364191	270.793737	277.265411	148.095788	110.546306	195.271511	184.579567	209.922938
130.468349	188.822443	244.526332	268.880656	248.143663	289.035052	236.903746	288.918124	407.180605	500.000000	500.000000	413.756740	397.456849	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	477.374669	500.000000	489.367413	258.099111	246.234692	148.271273	96.171096	54.409448	63.651781	50.527019	19.452020	13.426589	10.000000	16.314261	26.768037	37.055641	29.683989	27.501787	13.763666	11.717348	15.099750	17.069932	13.499643	10.000000	10.000000	10.000000	10.644446	11.398526	10.168055	14.753101	21.590956	46.290489	87.195634	80.529569	94.802208	72.522239	60.407348	65.728621	60.260267	69.670449	81.941564	192.280222	171.848481	118.220686	118.768671	107.684623	86.322114	84.589857	75.869855	50.923063	49.673116	57.123621	49.794772	74.525923	176.286006	210.223659	126.405753	170.937733	246.199413	425.605661	245.019969	110.249553	59.914925	48.938166	76.823270	65.033653	59.383213	77.366767	106.694564	212.726383	178.877289	155.399644	217.426141	188.684399	202.416971	317.034567	198.743867	114.093130	130.412589	123.503065	122.093414
268.776468	325.091666	214.794144	283.733839	236.536511	231.335029	192.166388	191.924844	289.305131	390.634027	500.000000	475.060513	441.994483	468.954236	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	320.447323	410.530455	321.403547	291.526256	146.182199	63.023564	42.568993	53.476095	45.853590	25.092528	20.145312	13.196708	16.767267	16.641098	20.087271	24.024393	22.297300	20.344143	21.053461	17.008200	20.649522	14.575253	14.994072	13.779056	10.000000	10.000000	11.855164	13.577860	19.589325	25.854715	47.366212	69.960113	97.239363	101.165209	110.730388	85.634249	75.302034	76.806303	95.070939	100.250016	158.514074	242.205747	179.768269	126.198659	131.494679	80.609497	50.805493	50.387804	37.676701	57.845435	76.117934	87.690415	79.852312	90.019681	97.410583	58.095819	111.908663	200.060697	189.575032	257.383519	158.466663	90.727409	111.992544	174.510475	117.191885	107.188430	96.195404	107.645644	185.461379	152.260163	166.596855	184.338852	212.521327	247.403414	295.577654	185.976239	142.229090	117.324241	145.832186	194.639801
296.575078	249.523827	290.107174	314.591225	278.245892	338.320408	197.632281	173.703302	210.625748	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	486.475877	330.897163	392.573517	500.000000	454.196015	277.078833	100.020737	60.520326	59.487774	50.544041	39.509174	20.823007	26.865114	20.690607	17.093492	18.064064	20.556056	35.203231	33.840254	23.732409	18.257160	19.160722	24.220085	16.396486	11.139592	11.030106	10.000000	10.000000	13.570942	19.089559	31.137454	57.119625	66.676793	66.436398	85.859819	196.269069	152.343869	118.925962	108.356625	112.756968	115.556903	121.400151	159.809859	186.596861	135.698281	113.512907	96.939732	85.832776	101.381688	49.148035	104.247985	110.654395	52.888191	62.900189	62.782957	47.532901	43.443898	64.447724	170.729069	214.859556	262.034720	184.698216	95.633560	117.094312	167.826152	135.451935	183.276476	155.533887	148.090282	187.834731	168.089294	170.392248	225.367831	172.875510	229.086851	251.056603	212.869036	198.720714	156.425868	234.607270	243.177223
270.867080	310.767794	222.599253	166.334997	171.422600	260.784610	216.388359	339.569405	272.528241	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	446.406782	313.948099	353.721930	420.600031	282.735825	173.708477	120.264435	85.202170	51.388522	35.343505	27.880995	21.903660	22.732239	17.583729	32.728481	41.839856	51.758397	58.655306	59.758805	38.453639	18.480032	18.028226	17.601385	19.047997	20.068342	15.120646	16.078034	17.021220	17.470996	18.304121	25.765065	31.182052	49.072815	113.585693	146.742280	252.902557	171.028238	134.560695	112.368409	148.316751	128.088877	168.143214	325.395066	201.676516	162.716960	103.979424	122.845612	171.920344	113.762827	179.711631	117.990567	58.417143	62.780870	68.517493	57.086833	39.153089	49.625472	88.987522	144.611339	222.514763	191.640188	107.115885	147.297329	210.601113	243.528225	308.304336	266.698747	210.252624	175.305869	135.487455	197.683898	224.668937	213.536397	174.448865	204.946262	305.115718	264.411736	284.989422	290.556523	268.741863
365.451747	281.491610	257.073186	219.071609	209.370054	237.930613	281.288972	373.072515	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	378.666452	285.967655	282.972724	212.086488	106.877945	71.718951	47.018087	29.309990	26.169569	21.354217	22.244255	38.005468	54.305547	71.552388	55.416607	70.026578	45.542843	33.741371	35.205576	25.873471	31.573223	31.152446	24.849452	24.115719	34.451342	21.698331	20.668334	23.835707	30.198677	49.091748	130.621680	189.603583	161.207092	143.761439	166.481751	143.899672	177.112757	158.057642	141.135211	286.246829	276.183810	144.051620	123.320001	145.290916	175.440991	175.647229	186.245564	95.906863	53.994860	42.323386	42.771358	48.050376	55.783599	42.773714	57.708575	95.895483	216.999408	305.039025	147.498159	141.751806	234.635445	285.316571	372.017886	303.708935	212.512432	205.475598	213.271662	212.196462	199.108126	245.397131	268.724176	305.770423	330.829995	317.019737	352.969070	390.929135	299.851742
437.180395	329.336324	322.646959	378.234120	322.348708	295.616186	277.297453	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	500.000000	451.424351	440.931456	208.498219	165.723180	157.563877	145.387021	73.191588	49.483586	59.232542	31.063832	27.873503	53.573950	58.687753	52.551261	67.087214	71.372322	56.853708	47.252794	61.293608	53.552891	43.443679	48.773765	24.392749	17.868869	21.718874	28.646913	32.015047	30.684301	39.229056	47.565553	119.084608	139.268269	176.251048	185.038719	211.845101	207.009837	186.194565	177.386813	166.782116	170.193234	162.389342	129.509663	151.452996	128.550935	211.671780	144.031531	94.434293	88.135759	61.631355	57.855938	38.827890	36.021120	27.196135	29.342026	28.689180	59.157053	161.251906	211.560835	166.359036	131.362081	192.135030	205.580692	192.760042	299.191153	235.434900	161.008893	158.904138	148.560283	107.495432	162.024501	183.443728	199.861303	273.576070	435.420263	369.748161	343.270824	431.024488
